AT,V,AP,RH,PE,AT-V,AT-AP,AT-RH,AT-PE,AP-RH,AP-PE
22.89,62.39,1007.84,88.16,448.13,0.37,0.02,0.26,0.05,11.43,2.25
15.63,41.79,1006.70,78.28,455.24,0.37,0.02,0.20,0.03,12.86,2.21
9.33,36.30,1027.88,79.23,479.60,0.26,0.01,0.12,0.02,12.97,2.14
30.24,68.24,1009.68,64.67,426.25,0.44,0.03,0.47,0.07,15.61,2.37
29.31,68.67,1006.18,63.38,435.57,0.43,0.03,0.46,0.07,15.88,2.31
11.67,41.93,1019.81,82.58,476.10,0.28,0.01,0.14,0.02,12.35,2.14
8.42,40.64,1022.35,96.38,476.29,0.21,0.01,0.09,0.02,10.61,2.15
9.52,41.26,1020.55,89.73,475.44,0.23,0.01,0.11,0.02,11.37,2.15
10.36,43.67,1011.95,78.15,477.23,0.24,0.01,0.13,0.02,12.95,2.12
21.27,57.50,1014.53,80.76,453.34,0.37,0.02,0.26,0.05,12.56,2.24
12.41,45.87,1004.78,80.02,468.14,0.27,0.01,0.16,0.03,12.56,2.15
24.92,60.95,1014.88,60.58,445.44,0.41,0.02,0.41,0.06,16.75,2.28
26.52,77.17,1008.71,92.32,432.48,0.34,0.03,0.29,0.06,10.93,2.33
13.52,41.48,1014.46,67.12,460.76,0.33,0.01,0.20,0.03,15.11,2.20
14.01,42.74,1029.16,68.31,466.15,0.33,0.01,0.21,0.03,15.07,2.21
14.56,53.82,1016.37,64.46,463.64,0.27,0.01,0.23,0.03,15.77,2.19
23.48,66.49,1014.41,62.61,450.05,0.35,0.02,0.38,0.05,16.20,2.25
31.77,76.09,1007.40,73.36,431.69,0.42,0.03,0.43,0.07,13.73,2.33
27.11,70.04,1009.76,71.25,431.96,0.39,0.03,0.38,0.06,14.17,2.34
14.65,35.40,1016.16,60.26,469.61,0.41,0.01,0.24,0.03,16.86,2.16
4.27,39.64,1010.99,84.85,487.19,0.11,0.00,0.05,0.01,11.92,2.08
31.07,73.50,1010.58,43.66,432.06,0.42,0.03,0.71,0.07,23.15,2.34
14.35,39.39,1012.92,82.41,470.53,0.36,0.01,0.17,0.03,12.29,2.15
25.26,52.30,1006.65,64.64,442.76,0.48,0.03,0.39,0.06,15.57,2.27
27.15,59.21,1013.49,51.71,440.27,0.46,0.03,0.53,0.06,19.60,2.30
18.90,47.83,1005.31,77.79,455.94,0.40,0.02,0.24,0.04,12.92,2.20
27.54,75.60,1018.26,57.89,440.87,0.36,0.03,0.48,0.06,17.59,2.31
5.21,35.79,1012.44,94.35,485.17,0.15,0.01,0.06,0.01,10.73,2.09
12.81,44.34,1015.55,90.37,474.03,0.29,0.01,0.14,0.03,11.24,2.14
20.08,58.12,1015.53,80.84,455.85,0.35,0.02,0.25,0.04,12.56,2.23
11.97,41.04,1026.42,70.75,468.81,0.29,0.01,0.17,0.03,14.51,2.19
6.12,40.81,1014.77,88.15,487.24,0.15,0.01,0.07,0.01,11.51,2.08
27.01,65.06,1013.16,53.02,439.81,0.42,0.03,0.51,0.06,19.11,2.30
24.56,60.27,1017.63,74.50,440.31,0.41,0.02,0.33,0.06,13.66,2.31
17.68,40.89,1011.24,61.37,462.08,0.43,0.02,0.29,0.04,16.48,2.19
11.37,41.50,1013.57,88.82,475.94,0.27,0.01,0.13,0.02,11.41,2.13
23.27,67.90,1006.17,71.01,447.25,0.34,0.02,0.33,0.05,14.17,2.25
23.75,68.51,1013.21,76.01,441.61,0.35,0.02,0.31,0.05,13.33,2.29
11.77,39.39,1012.90,85.80,478.51,0.30,0.01,0.14,0.02,11.81,2.12
9.30,40.56,1022.64,76.14,479.87,0.23,0.01,0.12,0.02,13.43,2.13
24.20,63.21,1012.25,79.86,449.03,0.38,0.02,0.30,0.05,12.68,2.25
9.38,40.46,1019.29,75.77,474.10,0.23,0.01,0.12,0.02,13.45,2.15
26.88,61.50,1009.17,61.26,440.13,0.44,0.03,0.44,0.06,16.47,2.29
21.98,55.50,1017.89,57.90,457.29,0.40,0.02,0.38,0.05,17.58,2.23
10.86,44.85,1014.15,88.36,476.87,0.24,0.01,0.12,0.02,11.48,2.13
21.22,59.15,1014.68,59.71,450.96,0.36,0.02,0.36,0.05,16.99,2.25
25.24,66.54,1002.07,81.22,433.86,0.38,0.03,0.31,0.06,12.34,2.31
28.53,68.08,1013.27,42.53,438.91,0.42,0.03,0.67,0.07,23.82,2.31
9.88,40.71,1015.34,84.32,471.80,0.24,0.01,0.12,0.02,12.04,2.15
22.76,58.96,1013.85,55.95,454.05,0.39,0.02,0.41,0.05,18.12,2.23
26.38,71.73,1010.04,69.45,431.66,0.37,0.03,0.38,0.06,14.54,2.34
29.16,73.17,1010.96,67.77,429.06,0.40,0.03,0.43,0.07,14.92,2.36
28.73,73.91,1004.91,70.17,436.12,0.39,0.03,0.41,0.07,14.32,2.30
16.58,46.18,1010.40,96.29,463.51,0.36,0.02,0.17,0.04,10.49,2.18
30.47,77.30,1002.13,63.70,434.68,0.39,0.03,0.48,0.07,15.73,2.31
22.57,68.30,1017.43,87.69,440.81,0.33,0.02,0.26,0.05,11.60,2.31
29.43,66.75,1017.63,42.72,434.60,0.44,0.03,0.69,0.07,23.82,2.34
26.20,72.24,1011.30,78.29,432.65,0.36,0.03,0.33,0.06,12.92,2.34
13.87,45.08,1024.42,81.69,465.48,0.31,0.01,0.17,0.03,12.54,2.20
21.53,52.84,1005.06,88.22,444.04,0.41,0.02,0.24,0.05,11.39,2.26
28.18,71.85,1008.78,82.88,427.83,0.39,0.03,0.34,0.07,12.17,2.36
20.13,40.33,1005.31,85.42,460.09,0.50,0.02,0.24,0.04,11.77,2.19
14.36,41.26,1021.16,73.43,462.25,0.35,0.01,0.20,0.03,13.91,2.21
7.19,38.91,1016.53,88.61,486.05,0.18,0.01,0.08,0.01,11.47,2.09
18.70,66.51,1015.14,79.23,458.73,0.28,0.02,0.24,0.04,12.81,2.21
29.41,64.05,1009.82,67.40,444.82,0.46,0.03,0.44,0.07,14.98,2.27
26.96,72.86,1004.86,59.17,441.12,0.37,0.03,0.46,0.06,16.98,2.28
17.14,41.66,1010.97,57.66,463.38,0.41,0.02,0.30,0.04,17.53,2.18
25.53,59.57,1010.65,82.04,445.59,0.43,0.03,0.31,0.06,12.32,2.27
28.61,68.12,1012.23,46.45,435.28,0.42,0.03,0.62,0.07,21.79,2.33
20.42,62.96,1020.34,84.00,452.08,0.32,0.02,0.24,0.05,12.15,2.26
15.51,41.76,1022.81,69.55,463.82,0.37,0.02,0.22,0.03,14.71,2.21
11.58,41.74,1020.41,74.09,478.06,0.28,0.01,0.16,0.02,13.77,2.13
25.42,74.22,1009.04,88.55,433.97,0.34,0.03,0.29,0.06,11.40,2.33
20.30,58.41,1014.05,86.38,451.74,0.35,0.02,0.24,0.04,11.74,2.24
23.22,66.56,1002.47,85.39,437.11,0.35,0.02,0.27,0.05,11.74,2.29
27.40,66.48,1004.71,51.50,439.66,0.41,0.03,0.53,0.06,19.51,2.29
19.80,49.15,1020.88,61.88,461.78,0.40,0.02,0.32,0.04,16.50,2.21
28.80,71.58,1010.51,59.87,434.82,0.40,0.03,0.48,0.07,16.88,2.32
9.60,37.73,1021.87,77.75,481.03,0.25,0.01,0.12,0.02,13.14,2.12
6.45,35.77,1018.86,67.84,483.12,0.18,0.01,0.10,0.01,15.02,2.11
27.79,71.85,1008.95,87.35,427.67,0.39,0.03,0.32,0.06,11.55,2.36
7.61,41.26,1009.05,97.32,480.68,0.18,0.01,0.08,0.02,10.37,2.10
14.96,39.31,1010.52,71.28,461.97,0.38,0.01,0.21,0.03,14.18,2.19
24.45,66.49,1014.24,58.15,449.22,0.37,0.02,0.42,0.05,17.44,2.26
26.85,63.56,1013.25,52.84,444.39,0.42,0.03,0.51,0.06,19.18,2.28
27.74,74.78,1010.05,60.82,436.87,0.37,0.03,0.46,0.06,16.61,2.31
10.10,40.22,1007.10,90.36,478.43,0.25,0.01,0.11,0.02,11.15,2.11
10.59,38.38,1021.58,68.23,474.94,0.28,0.01,0.16,0.02,14.97,2.15
30.13,71.98,1004.95,63.62,431.00,0.42,0.03,0.47,0.07,15.80,2.33
26.01,58.41,1013.56,70.84,443.74,0.45,0.03,0.37,0.06,14.31,2.28
29.67,66.51,1015.60,34.10,434.80,0.45,0.03,0.87,0.07,29.78,2.34
23.00,49.50,1014.15,66.68,454.44,0.46,0.02,0.34,0.05,15.21,2.23
16.84,45.01,1016.14,75.74,456.85,0.37,0.02,0.22,0.04,13.42,2.22
15.24,39.39,1013.01,74.24,469.79,0.39,0.02,0.21,0.03,13.65,2.16
25.21,50.23,1016.00,56.58,454.64,0.50,0.02,0.45,0.06,17.96,2.23
25.21,75.60,1017.19,69.84,445.84,0.33,0.02,0.36,0.06,14.56,2.28
24.06,58.20,1017.46,48.04,445.91,0.41,0.02,0.50,0.05,21.18,2.28
22.27,48.98,1014.47,49.33,451.74,0.45,0.02,0.45,0.05,20.56,2.25
7.87,42.85,1012.18,94.21,480.54,0.18,0.01,0.08,0.02,10.74,2.11
19.08,59.15,1013.10,81.82,451.33,0.32,0.02,0.23,0.04,12.38,2.24
4.88,40.27,1012.66,74.51,491.29,0.12,0.00,0.07,0.01,13.59,2.06
10.12,40.00,1021.33,95.29,476.03,0.25,0.01,0.11,0.02,10.72,2.15
17.02,44.85,1014.38,62.66,459.98,0.38,0.02,0.27,0.04,16.19,2.21
30.44,56.24,1005.19,56.24,429.34,0.54,0.03,0.54,0.07,17.87,2.34
25.23,64.63,1020.59,52.20,447.28,0.39,0.02,0.48,0.06,19.55,2.28
29.17,73.17,1009.87,60.97,432.07,0.40,0.03,0.48,0.07,16.56,2.34
10.10,41.40,1024.29,85.94,474.28,0.24,0.01,0.12,0.02,11.92,2.16
31.12,69.13,1009.61,56.54,429.41,0.45,0.03,0.55,0.07,17.86,2.35
15.74,71.14,1019.65,65.94,457.29,0.22,0.02,0.24,0.03,15.46,2.23
24.43,61.25,1011.66,85.24,436.05,0.40,0.02,0.29,0.06,11.87,2.32
10.76,40.43,1025.98,79.65,490.78,0.27,0.01,0.14,0.02,12.88,2.09
22.26,70.47,1008.32,84.22,440.21,0.32,0.02,0.26,0.05,11.97,2.29
16.64,44.90,1021.02,70.34,460.93,0.37,0.02,0.24,0.04,14.52,2.22
24.12,62.44,1013.83,88.02,443.30,0.39,0.02,0.27,0.05,11.52,2.29
24.21,71.77,1004.52,84.96,433.42,0.34,0.02,0.28,0.06,11.82,2.32
10.56,39.13,1010.19,87.12,463.14,0.27,0.01,0.12,0.02,11.60,2.18
23.59,47.43,1006.64,48.92,447.36,0.50,0.02,0.48,0.05,20.58,2.25
12.14,40.27,1007.57,73.22,472.84,0.30,0.01,0.17,0.03,13.76,2.13
14.66,41.66,1012.89,62.41,466.87,0.35,0.01,0.23,0.03,16.23,2.17
24.60,48.78,1018.10,73.71,442.23,0.50,0.02,0.33,0.06,13.81,2.30
31.74,72.25,1012.21,41.62,437.29,0.44,0.03,0.76,0.07,24.32,2.31
31.01,69.04,1009.14,52.81,442.07,0.45,0.03,0.59,0.07,19.11,2.28
10.28,39.64,1010.45,74.15,477.65,0.26,0.01,0.14,0.02,13.63,2.12
30.24,68.30,1016.21,48.25,431.82,0.44,0.03,0.63,0.07,21.06,2.35
12.95,43.71,1025.63,90.70,469.15,0.30,0.01,0.14,0.03,11.31,2.19
17.95,49.21,1012.05,59.44,455.10,0.36,0.02,0.30,0.04,17.03,2.22
19.69,59.14,1015.99,70.33,448.69,0.33,0.02,0.28,0.04,14.45,2.26
12.33,45.51,1016.49,79.20,471.16,0.27,0.01,0.16,0.03,12.83,2.16
17.10,48.98,1016.48,85.63,454.43,0.35,0.02,0.20,0.04,11.87,2.24
30.56,71.25,1000.30,70.55,431.92,0.43,0.03,0.43,0.07,14.18,2.32
12.12,38.28,1013.70,91.27,469.59,0.32,0.01,0.13,0.03,11.11,2.16
5.82,40.78,1024.82,96.01,470.02,0.14,0.01,0.06,0.01,10.67,2.18
29.47,65.51,1014.71,58.28,444.80,0.45,0.03,0.51,0.07,17.41,2.28
13.73,50.59,1020.44,85.54,459.60,0.27,0.01,0.16,0.03,11.93,2.22
27.23,66.48,1005.23,52.38,432.55,0.41,0.03,0.52,0.06,19.19,2.32
25.16,57.17,1009.86,75.70,442.03,0.44,0.02,0.33,0.06,13.34,2.28
30.42,67.69,1006.23,54.19,430.90,0.45,0.03,0.56,0.07,18.57,2.34
22.90,49.30,1003.45,80.95,441.77,0.46,0.02,0.28,0.05,12.40,2.27
28.41,74.16,1010.29,72.09,439.20,0.38,0.03,0.39,0.06,14.01,2.30
22.73,63.73,1009.12,94.80,441.75,0.36,0.02,0.24,0.05,10.64,2.28
9.92,40.64,1020.39,95.41,469.65,0.24,0.01,0.10,0.02,10.69,2.17
14.30,41.93,1020.60,65.38,471.32,0.34,0.01,0.22,0.03,15.61,2.17
22.85,47.43,1008.13,66.36,448.15,0.48,0.02,0.34,0.05,15.19,2.25
30.51,70.79,1004.55,56.05,428.79,0.43,0.03,0.54,0.07,17.92,2.34
29.46,71.94,1006.96,62.26,428.54,0.41,0.03,0.47,0.07,16.17,2.35
14.72,38.91,1015.17,61.75,468.87,0.38,0.01,0.24,0.03,16.44,2.17
28.46,60.23,1010.20,63.38,439.88,0.47,0.03,0.45,0.06,15.94,2.30
30.12,69.71,1009.10,52.02,435.85,0.43,0.03,0.58,0.07,19.40,2.32
17.66,62.10,1019.49,86.30,452.03,0.28,0.02,0.20,0.04,11.81,2.26
11.75,40.55,1018.09,97.70,472.43,0.29,0.01,0.12,0.02,10.42,2.16
21.12,63.56,1014.16,81.42,445.90,0.33,0.02,0.26,0.05,12.46,2.27
15.00,50.88,1014.04,100.12,459.37,0.29,0.01,0.15,0.03,10.13,2.21
26.82,69.05,1004.62,40.00,437.42,0.39,0.03,0.67,0.06,25.12,2.30
26.75,58.33,1013.55,45.47,444.09,0.46,0.03,0.59,0.06,22.29,2.28
24.01,50.16,1004.22,75.32,443.03,0.48,0.02,0.32,0.05,13.33,2.27
14.84,41.23,995.02,88.00,464.85,0.36,0.01,0.17,0.03,11.31,2.14
22.49,69.84,1006.78,73.76,437.57,0.32,0.02,0.30,0.05,13.65,2.30
11.72,40.35,1012.08,83.98,476.41,0.29,0.01,0.14,0.02,12.05,2.12
30.61,69.13,1009.32,55.17,429.10,0.44,0.03,0.55,0.07,18.29,2.35
9.43,43.69,1017.28,91.80,478.48,0.22,0.01,0.10,0.02,11.08,2.13
6.48,36.24,1013.62,92.03,484.65,0.18,0.01,0.07,0.01,11.01,2.09
23.04,74.99,1005.44,92.86,437.65,0.31,0.02,0.25,0.05,10.83,2.30
23.86,74.93,1016.88,71.44,444.38,0.32,0.02,0.33,0.05,14.23,2.29
25.30,49.30,1003.67,69.08,436.62,0.51,0.03,0.37,0.06,14.53,2.30
14.22,44.99,1012.00,75.28,460.53,0.32,0.01,0.19,0.03,13.44,2.20
16.48,48.92,1011.84,64.16,458.67,0.34,0.02,0.26,0.04,15.77,2.21
6.40,39.18,1024.60,86.83,484.44,0.16,0.01,0.07,0.01,11.80,2.12
13.63,40.92,1021.89,80.50,462.40,0.33,0.01,0.17,0.03,12.69,2.21
19.77,56.65,1020.67,66.33,457.09,0.35,0.02,0.30,0.04,15.39,2.23
24.93,47.01,1015.12,64.80,455.39,0.53,0.02,0.38,0.05,15.67,2.23
31.70,76.09,1007.06,72.39,441.36,0.42,0.03,0.44,0.07,13.91,2.28
6.58,40.07,1014.22,55.44,493.72,0.16,0.01,0.12,0.01,18.29,2.05
14.66,40.89,1009.72,91.56,465.73,0.36,0.01,0.16,0.03,11.03,2.17
9.68,39.96,1026.09,99.28,470.22,0.24,0.01,0.10,0.02,10.34,2.18
34.62,69.05,1000.68,38.35,425.41,0.50,0.03,0.90,0.08,26.09,2.35
13.94,41.26,1021.67,74.40,467.90,0.34,0.01,0.19,0.03,13.73,2.18
17.35,39.39,1013.18,67.67,467.85,0.44,0.02,0.26,0.04,14.97,2.17
22.53,58.62,1016.28,72.78,449.02,0.38,0.02,0.31,0.05,13.96,2.26
30.59,70.04,1010.28,50.56,429.13,0.44,0.03,0.61,0.07,19.98,2.35
23.88,67.90,1005.99,67.58,446.34,0.35,0.02,0.35,0.05,14.89,2.25
18.27,65.94,1013.09,84.72,450.33,0.28,0.02,0.22,0.04,11.96,2.25
23.64,70.04,1011.09,83.35,435.21,0.34,0.02,0.28,0.05,12.13,2.32
25.61,67.69,1009.22,68.76,437.78,0.38,0.03,0.37,0.06,14.68,2.31
31.95,70.79,1003.80,55.25,426.37,0.45,0.03,0.58,0.07,18.17,2.35
17.39,46.21,1013.94,82.73,454.06,0.38,0.02,0.21,0.04,12.26,2.23
25.34,59.39,1014.02,73.58,439.80,0.43,0.02,0.34,0.06,13.78,2.31
13.74,43.71,1025.45,86.62,465.24,0.31,0.01,0.16,0.03,11.84,2.20
15.14,39.72,1002.96,72.52,460.15,0.38,0.02,0.21,0.03,13.83,2.18
22.26,60.37,1008.14,92.37,441.33,0.37,0.02,0.24,0.05,10.91,2.28
17.41,40.55,1003.91,76.87,461.47,0.43,0.02,0.23,0.04,13.06,2.18
24.03,45.87,1007.55,52.48,445.84,0.52,0.02,0.46,0.05,19.20,2.26
10.23,41.46,1018.89,83.06,479.48,0.25,0.01,0.12,0.02,12.27,2.12
22.30,74.87,1009.69,86.18,442.78,0.30,0.02,0.26,0.05,11.72,2.28
25.96,60.32,1016.17,55.51,443.44,0.43,0.03,0.47,0.06,18.31,2.29
8.94,41.38,1021.50,79.45,479.95,0.22,0.01,0.11,0.02,12.86,2.13
27.99,69.89,1013.94,51.25,435.79,0.40,0.03,0.55,0.06,19.78,2.33
7.55,42.85,1011.21,93.25,484.93,0.18,0.01,0.08,0.02,10.84,2.09
22.74,61.87,1009.66,55.03,444.59,0.37,0.02,0.41,0.05,18.35,2.27
11.86,39.85,1013.00,66.92,478.29,0.30,0.01,0.18,0.02,15.14,2.12
32.51,69.98,1013.29,54.07,429.66,0.46,0.03,0.60,0.08,18.74,2.36
7.31,43.02,1014.19,86.43,484.82,0.17,0.01,0.08,0.02,11.73,2.09
23.01,66.54,1009.86,64.53,442.47,0.35,0.02,0.36,0.05,15.65,2.28
17.55,43.14,1018.86,76.00,461.58,0.41,0.02,0.23,0.04,13.41,2.21
25.39,58.79,1015.85,62.59,441.51,0.43,0.02,0.41,0.06,16.23,2.30
14.03,49.83,1006.64,90.01,463.71,0.28,0.01,0.16,0.03,11.18,2.17
12.75,42.34,1018.17,94.67,465.44,0.30,0.01,0.13,0.03,10.75,2.19
25.69,72.43,1006.86,86.38,429.99,0.35,0.03,0.30,0.06,11.66,2.34
13.80,42.99,1007.16,67.28,470.93,0.32,0.01,0.21,0.03,14.97,2.14
5.35,35.79,1013.23,93.53,483.20,0.15,0.01,0.06,0.01,10.83,2.10
22.34,52.84,1004.05,73.96,449.06,0.42,0.02,0.30,0.05,13.58,2.24
27.02,72.58,1009.21,89.13,437.80,0.37,0.03,0.30,0.06,11.32,2.31
29.09,67.07,1005.99,41.39,429.93,0.43,0.03,0.70,0.07,24.31,2.34
30.22,68.30,1014.91,34.90,434.30,0.44,0.03,0.87,0.07,29.08,2.34
9.15,39.61,1018.11,75.29,474.88,0.23,0.01,0.12,0.02,13.52,2.14
13.56,49.83,1007.01,89.86,466.33,0.27,0.01,0.15,0.03,11.21,2.16
12.75,42.86,1014.90,88.44,475.09,0.30,0.01,0.14,0.03,11.48,2.14
17.50,42.44,1012.55,76.85,466.78,0.41,0.02,0.23,0.04,13.18,2.17
9.16,41.03,1021.30,76.08,484.96,0.22,0.01,0.12,0.02,13.42,2.11
14.67,42.28,1007.21,65.17,469.02,0.35,0.01,0.23,0.03,15.46,2.15
14.89,35.71,1015.10,55.11,469.37,0.42,0.01,0.27,0.03,18.42,2.16
23.45,66.48,1003.66,75.83,435.13,0.35,0.02,0.31,0.05,13.24,2.31
26.10,58.90,1004.18,71.63,444.40,0.44,0.03,0.36,0.06,14.02,2.26
26.22,49.82,1015.48,55.80,454.20,0.53,0.03,0.47,0.06,18.20,2.24
19.53,50.32,1009.71,94.46,449.59,0.39,0.02,0.21,0.04,10.69,2.25
20.00,69.48,1011.05,85.51,448.79,0.29,0.02,0.23,0.04,11.82,2.25
28.22,51.43,1006.06,63.72,438.43,0.55,0.03,0.44,0.06,15.79,2.29
15.12,41.79,1007.16,82.35,455.63,0.36,0.02,0.18,0.03,12.23,2.21
19.10,43.79,1016.02,77.34,462.28,0.44,0.02,0.25,0.04,13.14,2.20
10.86,37.50,1013.36,75.56,473.75,0.29,0.01,0.14,0.02,13.41,2.14
23.54,41.10,1002.05,38.05,448.56,0.57,0.02,0.62,0.05,26.34,2.23
26.59,60.96,1011.90,52.41,439.77,0.44,0.03,0.51,0.06,19.31,2.30
22.55,69.84,1006.57,76.29,438.54,0.32,0.02,0.30,0.05,13.19,2.30
21.54,58.49,1010.85,78.90,449.12,0.37,0.02,0.27,0.05,12.81,2.25
7.87,41.17,1020.33,77.77,486.20,0.19,0.01,0.10,0.02,13.12,2.10
32.57,65.74,1011.03,46.27,440.56,0.50,0.03,0.70,0.07,21.85,2.29
13.58,49.83,1008.90,86.80,465.82,0.27,0.01,0.16,0.03,11.62,2.17
7.57,41.14,1028.23,87.97,477.80,0.18,0.01,0.09,0.02,11.69,2.15
16.83,46.48,1007.21,87.23,455.64,0.36,0.02,0.19,0.04,11.55,2.21
28.34,73.68,1015.05,76.73,432.00,0.38,0.03,0.37,0.07,13.23,2.35
11.12,41.54,1020.13,75.07,477.69,0.27,0.01,0.15,0.02,13.59,2.14
23.86,66.54,1005.23,90.89,432.17,0.36,0.02,0.26,0.06,11.06,2.33
24.47,58.05,1011.27,71.70,446.93,0.42,0.02,0.34,0.05,14.10,2.26
7.71,38.06,1021.00,83.47,482.78,0.20,0.01,0.09,0.02,12.23,2.11
28.87,72.58,1008.69,79.34,428.89,0.40,0.03,0.36,0.07,12.71,2.35
21.85,59.80,1016.89,75.28,454.26,0.37,0.02,0.29,0.05,13.51,2.24
26.37,54.50,1014.48,66.31,451.78,0.48,0.03,0.40,0.06,15.30,2.25
20.07,42.23,1012.86,74.11,461.25,0.48,0.02,0.27,0.04,13.67,2.20
32.96,73.03,1013.56,54.03,438.93,0.45,0.03,0.61,0.08,18.76,2.31
24.57,66.54,1004.44,83.15,432.41,0.37,0.02,0.30,0.06,12.08,2.32
26.51,70.32,1010.30,57.40,431.82,0.38,0.03,0.46,0.06,17.60,2.34
6.76,39.22,1013.91,77.00,487.08,0.17,0.01,0.09,0.01,13.17,2.08
14.04,44.21,1021.93,86.12,468.64,0.32,0.01,0.16,0.03,11.87,2.18
17.04,40.12,1011.81,83.14,458.10,0.42,0.02,0.20,0.04,12.17,2.21
17.70,38.52,1020.15,69.80,455.50,0.46,0.02,0.25,0.04,14.62,2.24
30.11,62.04,1010.69,47.96,444.42,0.49,0.03,0.63,0.07,21.07,2.27
20.35,56.53,1020.23,70.05,456.04,0.36,0.02,0.29,0.04,14.56,2.24
20.97,61.87,1011.45,65.41,446.76,0.34,0.02,0.32,0.05,15.46,2.26
27.59,59.21,1012.93,51.46,437.49,0.47,0.03,0.54,0.06,19.68,2.32
15.30,43.34,1013.23,82.73,463.70,0.35,0.02,0.18,0.03,12.25,2.19
17.74,58.33,1013.55,81.80,446.01,0.30,0.02,0.22,0.04,12.39,2.27
30.52,70.04,1010.62,54.47,431.14,0.44,0.03,0.56,0.07,18.55,2.34
13.38,40.12,1013.92,96.96,468.15,0.33,0.01,0.14,0.03,10.46,2.17
23.75,60.29,1017.36,64.04,449.57,0.39,0.02,0.37,0.05,15.89,2.26
23.56,66.49,1012.21,53.86,441.92,0.35,0.02,0.44,0.05,18.79,2.29
27.06,64.45,1008.72,54.21,443.10,0.42,0.03,0.50,0.06,18.61,2.28
21.99,71.85,1009.50,74.77,441.10,0.31,0.02,0.29,0.05,13.50,2.29
20.87,57.19,1006.50,77.00,445.95,0.36,0.02,0.27,0.05,13.07,2.26
27.88,62.66,1009.51,56.44,441.32,0.44,0.03,0.49,0.06,17.89,2.29
18.61,47.83,1006.43,78.89,454.21,0.39,0.02,0.24,0.04,12.76,2.22
11.30,44.60,1018.19,91.66,470.50,0.25,0.01,0.12,0.02,11.11,2.16
13.45,41.16,1022.04,82.96,460.57,0.33,0.01,0.16,0.03,12.32,2.22
14.64,53.82,1016.33,60.59,463.18,0.27,0.01,0.24,0.03,16.77,2.19
15.71,39.30,1019.20,62.28,462.84,0.40,0.02,0.25,0.03,16.36,2.20
20.55,48.98,1016.10,63.89,452.52,0.42,0.02,0.32,0.05,15.90,2.25
23.43,60.32,1015.34,69.34,446.88,0.39,0.02,0.34,0.05,14.64,2.27
27.21,67.45,1013.83,43.26,436.47,0.40,0.03,0.63,0.06,23.44,2.32
31.79,76.20,1007.89,56.30,434.01,0.42,0.03,0.56,0.07,17.90,2.32
22.78,71.77,1005.26,89.23,435.46,0.32,0.02,0.26,0.05,11.27,2.31
24.46,61.90,1013.88,87.16,441.34,0.40,0.02,0.28,0.06,11.63,2.30
11.56,40.71,1015.85,76.08,469.17,0.28,0.01,0.15,0.02,13.35,2.17
30.26,77.24,1008.39,74.25,430.51,0.39,0.03,0.41,0.07,13.58,2.34
18.86,50.78,1008.46,91.67,446.70,0.37,0.02,0.21,0.04,11.00,2.26
20.58,54.50,1015.04,89.83,467.76,0.38,0.02,0.23,0.04,11.30,2.17
26.45,73.50,1010.31,74.33,433.44,0.36,0.03,0.36,0.06,13.59,2.33
29.82,66.51,1010.98,43.57,439.17,0.45,0.03,0.68,0.07,23.20,2.30
18.83,58.46,1016.85,87.16,449.63,0.32,0.02,0.22,0.04,11.67,2.26
23.89,70.04,1011.16,84.90,433.71,0.34,0.02,0.28,0.06,11.91,2.33
12.66,41.20,1015.88,89.12,466.49,0.31,0.01,0.14,0.03,11.40,2.18
25.21,60.37,1006.01,73.14,436.23,0.42,0.03,0.34,0.06,13.75,2.31
21.54,69.48,1011.04,80.48,443.15,0.31,0.02,0.27,0.05,12.56,2.28
14.40,42.99,1010.30,89.72,469.34,0.33,0.01,0.16,0.03,11.26,2.15
27.51,71.29,1009.43,76.92,430.42,0.39,0.03,0.36,0.06,13.12,2.35
17.83,44.92,1025.04,70.58,458.42,0.40,0.02,0.25,0.04,14.52,2.24
20.51,68.08,1012.73,78.05,445.96,0.30,0.02,0.26,0.05,12.98,2.27
30.90,73.42,1011.21,65.32,433.44,0.42,0.03,0.47,0.07,15.48,2.33
7.76,39.61,1021.63,80.67,488.32,0.20,0.01,0.10,0.02,12.66,2.09
25.18,61.08,1013.08,80.75,445.64,0.41,0.02,0.31,0.06,12.55,2.27
12.38,45.09,1013.26,90.55,467.47,0.27,0.01,0.14,0.03,11.19,2.17
26.35,59.44,1012.16,63.73,443.73,0.44,0.03,0.41,0.06,15.88,2.28
18.92,67.71,1008.19,64.53,446.77,0.28,0.02,0.29,0.04,15.62,2.26
31.46,77.17,1009.26,59.61,435.56,0.41,0.03,0.53,0.07,16.93,2.32
27.89,69.88,1007.99,85.62,430.75,0.40,0.03,0.33,0.06,11.77,2.34
10.98,41.39,1017.54,85.31,476.31,0.27,0.01,0.13,0.02,11.93,2.14
13.74,38.73,1004.34,82.82,470.06,0.35,0.01,0.17,0.03,12.13,2.14
12.28,39.96,1011.76,77.07,468.00,0.31,0.01,0.16,0.03,13.13,2.16
32.28,75.33,1002.14,62.49,433.42,0.43,0.03,0.52,0.07,16.04,2.31
20.07,49.21,1012.34,56.80,454.25,0.41,0.02,0.35,0.04,17.82,2.23
23.63,58.98,1010.99,81.16,444.43,0.40,0.02,0.29,0.05,12.46,2.27
24.27,57.85,1012.81,63.48,445.10,0.42,0.02,0.38,0.05,15.95,2.28
